2828,21,116.31778411736092,39.79874295290079,10,0,2,2,2,4,1,0,0,2,0,0,2,2,0,1,0,0,6,0,1,2,2,1
8602,5,116.26171615361466,39.823612342599205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,46,116.32326211736172,39.90218056025114,20,4,1,0,0,4,6,3,7,3,8,1,4,1,0,4,1,2,4,3,0,1,0,0
8989,34,116.40937906888347,39.822835653981016,26,3,2,1,0,0,2,6,7,2,5,3,2,1,9,1,5,7,8,3,2,3,0,0
6944,29,116.49666850326298,39.99461307050852,27,1,0,3,1,9,7,8,20,18,10,3,9,8,7,8,3,12,6,2,0,0,0,0
9402,49,116.33007297517425,39.908546900565064,39,1,1,0,0,2,5,5,7,2,2,7,5,6,7,4,3,2,7,0,1,1,0,0
9487,63,116.47451239160857,39.9962449984404,30,2,5,0,2,2,4,8,7,3,2,9,4,5,4,10,2,6,8,3,1,4,0,0
7545,16,116.51316477326607,39.89333696533873,11,1,0,0,0,0,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
9868,12,116.34056694691982,40.007111603297815,9,0,3,0,0,0,2,6,13,16,11,9,16,16,11,9,1,9,6,5,3,6,1,0
627,31,116.48011345852527,39.81862816000943,26,1,0,0,1,0,1,0,1,2,2,3,1,1,0,0,1,0,0,1,0,0,0,1
3319,25,116.33385497957741,39.832291582421966,14,0,1,1,1,2,3,2,3,4,1,1,1,1,2,1,1,0,0,0,0,0,0,0
9389,41,116.53767506824553,39.909153204971524,6,0,1,0,0,0,0,0,3,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0
4425,11,116.50147207132113,39.916841495491376,8,3,2,1,3,2,1,6,9,21,8,4,7,8,11,10,4,7,11,4,2,4,0,0
4433,66,116.41629234278021,39.90446845753735,14,1,0,1,1,1,1,6,3,5,5,6,0,3,3,3,1,2,0,0,0,0,0,0
6611,14,116.33800771326614,39.98495043514222,7,0,1,0,0,3,1,1,3,4,1,1,2,0,2,0,2,1,0,0,1,1,1,0
1077,31,116.436117546212,39.972128658979,21,2,3,0,1,2,4,6,0,3,1,0,2,0,0,0,0,3,2,2,1,2,1,0
1688,50,116.29899976190853,39.90655209261333,27,0,0,2,1,4,0,3,3,5,1,2,1,2,5,3,0,3,2,1,1,0,1,0
9648,10,116.26277030307368,39.960614420670716,9,0,0,0,0,0,1,4,1,1,1,0,3,2,2,3,0,0,1,2,0,1,0,1
2658,41,116.44099158671625,39.94751671849401,28,1,4,2,2,7,9,31,35,24,18,17,12,18,11,12,13,32,15,11,7,2,4,1
8049,7,116.38876773993557,39.82906389082632,5,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,25,116.43623593192953,39.92357450624573,20,0,0,0,0,1,2,5,2,7,0,2,2,2,8,2,0,1,3,0,0,1,0,0
1918,93,116.28896541709393,39.95200406438779,39,1,0,1,4,1,2,3,16,13,5,3,2,6,5,0,2,6,1,3,0,0,0,0
7677,9,116.29547009601188,40.03226556404707,7,0,1,0,1,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5177,2,116.25949979148892,39.88636583018703,2,0,0,1,0,3,4,4,5,4,2,3,1,3,2,2,1,1,3,0,0,1,1,0
9020,24,116.3090201129019,39.98500675442853,19,0,0,0,2,1,0,5,4,3,0,1,0,0,2,2,1,3,3,1,0,1,0,0
8673,29,116.33716029295562,39.98217664698685,14,2,2,1,0,2,1,3,11,13,3,1,4,1,2,2,3,2,6,1,0,3,0,0
1655,12,116.56399313316697,39.825099751132555,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2825,43,116.30133695967443,39.97266546129155,30,2,2,2,1,1,8,3,2,6,3,2,1,2,4,4,1,3,3,2,1,1,0,0
9205,12,116.45705427132518,40.01186759409788,4,0,1,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7743,14,116.37715694184266,39.83854355069605,9,2,1,1,0,1,1,2,2,4,1,1,0,1,2,0,3,3,3,1,0,0,0,0
4144,39,116.46958834203717,39.823300116361416,23,3,2,0,0,4,2,4,3,1,3,2,5,0,0,1,0,0,1,0,0,0,0,0
5383,80,116.30828655366305,39.905170586993364,47,1,1,1,1,1,3,8,7,6,2,1,5,1,1,4,3,5,7,3,1,2,0,4
4538,29,116.34881770062262,39.99630321014542,18,3,2,0,0,3,2,5,3,2,3,3,6,6,1,2,5,1,1,3,1,1,0,0
5824,29,116.46162213157157,39.797596899437444,19,0,1,1,1,0,0,0,7,0,1,2,1,0,2,3,0,3,0,0,1,0,1,0
9579,2,116.3058768201573,39.79448555314747,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7676,27,116.36920818390342,39.96063089733019,19,0,2,0,0,2,2,6,10,4,3,2,7,1,1,0,1,2,1,1,4,2,0,0
9437,20,116.3366222484965,39.8984596104544,17,0,2,1,0,2,5,4,5,12,4,7,5,5,8,5,8,9,7,10,4,8,2,0
9586,30,116.54993804245571,39.921044276217295,18,1,0,0,1,2,0,1,2,8,2,3,2,4,7,3,2,0,4,1,1,0,0,1
8593,39,116.37445801473665,39.946823280528285,34,4,1,2,1,2,9,18,20,25,25,17,20,25,13,12,13,17,16,5,5,1,2,0
6245,11,116.52653434253943,40.01276124513459,9,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,1,1,0
582,14,116.26573838932364,39.90124287012056,10,1,2,1,1,4,2,2,0,0,1,1,2,0,1,2,2,4,0,0,2,0,2,0
831,70,116.52339151440056,39.866138914610126,43,4,3,6,3,1,2,6,4,6,5,7,4,2,10,5,7,0,4,6,4,1,0,0
2558,8,116.49229323651255,40.027347005294445,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0
9311,29,116.39536941118426,40.00461095489019,20,2,2,1,1,0,3,6,22,10,15,9,9,9,9,5,3,7,5,3,1,3,0,2
7559,23,116.42357343782324,40.014194796152346,22,4,3,1,1,4,2,6,9,5,3,2,3,2,1,4,4,3,6,3,3,1,0,0
5430,18,116.50221544400262,39.8590490359593,8,0,2,0,0,0,1,1,3,1,2,0,0,0,0,1,0,1,0,1,2,0,0,0
9320,7,116.27305044951216,39.89544701807108,7,0,0,0,0,1,2,6,4,4,3,6,4,6,3,4,6,11,3,0,1,2,2,0
4267,26,116.46836043055809,39.907306733113785,8,1,0,1,3,4,2,2,3,5,3,5,2,4,2,4,3,2,2,4,1,4,1,0
5111,76,116.27334226222143,39.829405536589015,43,4,2,0,2,2,1,1,2,2,2,2,0,3,0,1,0,0,1,1,1,0,0,0
5879,34,116.29111875938837,39.94021448709197,25,1,2,0,1,4,3,6,10,18,12,9,1,6,5,1,5,10,8,0,2,0,2,0
4860,8,116.25295408463855,39.956423282854374,8,1,0,0,0,0,0,2,0,2,0,0,1,1,0,2,1,0,0,1,1,0,0,0
685,24,116.31692820058382,39.874424341790935,16,3,1,0,1,1,1,3,3,1,4,1,3,1,2,1,1,2,2,2,1,0,0,0
9608,34,116.29015215858098,39.94473874173266,29,1,0,1,0,1,3,1,28,13,6,6,3,9,11,3,4,3,4,4,0,1,1,0
1415,50,116.4610539147076,39.882025206251804,34,2,2,2,2,2,3,10,19,9,4,6,2,7,3,8,8,5,5,5,1,2,0,1
6831,23,116.48870027604293,39.86153811280025,11,1,1,0,0,0,2,0,0,1,0,2,0,1,2,1,1,1,0,0,0,0,0,0
5808,39,116.42141042282358,39.93611692063198,21,0,0,2,2,0,2,5,6,5,4,5,6,3,4,6,7,6,1,1,0,0,0,1
178,4,116.28853584357644,40.00302463629512,2,0,0,0,0,0,1,6,8,6,1,2,3,6,4,2,1,0,1,1,0,0,0,0
749,102,116.43766226663152,39.97586315203979,42,3,2,1,2,5,3,2,9,9,3,4,4,3,1,5,6,3,2,0,3,1,0,0
7267,19,116.48692683423982,39.99179991923893,16,0,0,0,0,1,4,8,25,14,8,14,1,8,11,9,7,15,10,4,7,2,2,0
1472,67,116.40819336008404,39.97984503205328,37,3,6,3,2,0,2,27,33,26,10,14,15,12,12,13,15,11,5,7,4,1,1,0
4398,38,116.30993182330131,39.93541121963209,15,0,1,0,1,2,2,2,5,5,5,8,4,6,2,3,1,4,1,1,2,1,1,0
2780,32,116.32264795284398,39.85387272027692,28,5,3,1,1,4,8,12,16,5,4,8,6,6,11,3,8,8,13,8,2,1,0,0
4780,33,116.34431332043883,39.84918281843866,28,1,3,0,2,3,4,6,8,6,1,9,3,3,3,5,5,3,5,2,1,2,1,0
3648,27,116.30362018010199,39.86969667915918,18,2,2,0,4,1,2,0,1,1,2,4,1,2,4,2,2,2,6,4,4,4,2,2
7737,50,116.22198056119203,39.89866290645619,33,3,3,2,1,1,5,2,0,0,1,8,2,0,0,0,4,4,0,1,0,0,0,0
5944,5,116.43315691530466,39.80324231890351,4,1,0,0,1,1,1,0,1,0,0,3,1,2,1,1,1,1,0,1,0,0,0,0
5636,28,116.42563513290956,39.91995023689073,12,1,1,1,4,1,2,0,3,5,3,1,2,3,1,0,2,2,3,1,2,3,0,0
271,8,116.23307564699469,40.03351278492992,3,0,4,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1,1,0,1,0,0
